Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,CGPA,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends
21 - 23,Male,Malaysian,Alone,Rural,No,FOB,Bachelor's,4,More than 100,Good,1 - 2,6,3,1,No,Yes,University reputation,Medium,Medium,Less,Moderate,Good,No,MT3,Higher,Secondary,Executive,Clerk,No,No,Group,Less than 2,No,Yes,Less than 10,Light,Less,3,3,5
21 - 23,Male,Malaysian,Friend or roommate,Urban,Yes,FCM,Bachelor's,2,40 - 70,Good,1 - 2,8,1,0,Yes,No,Course preference,Small,Small,Less,Good,Moderate,No,MT3,Higher,Secondary,Finance and banking,Unemployed,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Light,Less,3,4,4
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOE,Bachelor's,3,71 - 100,Average,More than 4,4,3,2,No,No,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,3,3,4
21 - 23,Male,Malaysian,Family,Urban,Yes,FCM,Foundation,3,More than 100,Good,3 - 4,0,0,0,No,No,University reputation,Medium,Medium,Often,Moderate,Poor,No,MT3,Higher,Higher,uhhh management,Unemployed,No,Yes,Group,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,3,2
21 - 23,Female,Malaysian,Family,Urban,No,FCM,Bachelor's,3,71 - 100,Very Good,0,8,1,1,No,Yes,Course preference,Small,Small,Less,Moderate,Good,No,MT3,Secondary,Higher,Civil servant,Self-employed,No,Yes,Group,Less than 2,No,No,Less than 10,Moderate,Non-drinker,1,2,3
21 - 23,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,1 - 2,8,2,0,No,Yes,Course preference,Medium,Large,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,No,Yes,Alone,2 - 5,No,No,10 - 30,Moderate,Non-drinker,4,3,3
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Good,1 - 2,4,3,2,No,No,Course preference,Medium,Small,Less,Good,Moderate,No,MT3,Higher,Higher,Self-employed,HR MANAGER,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,3,1,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOL,Bachelor's,4,71 - 100,Good,0,6,3,1,No,Yes,Course preference,Large,Large,Less,Poor,Poor,No,MT3,Secondary,Higher,Self-employed,Self-employed,No,Yes,Group,2 - 5,Yes,No,10 - 30,Light,Less,1,3,4
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOB,Bachelor's,3,40 - 70,Very Good,0,6,2,2,Yes,Yes,Course preference,Medium,Medium,Sometimes,Moderate,Good,No,MT3,Higher,Secondary,Unemployed,Finance and banking,Yes,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,2,2
21 - 23,Female,Malaysian,Alone,Urban,Yes,FOL,Bachelor's,3,71 - 100,Low,1 - 2,6,3,0,No,Yes,Course preference,Extra large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Less,2,4,4
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOM,Bachelor's,2,71 - 100,Very Good,0,6,4,0,No,No,Course preference,Medium,Small,None,Good,Good,Yes,MT3,Higher,Higher,HR,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,2
21 - 23,Male,Malaysian,Alone,Rural,No,FCI,Bachelor's,3,71 - 100,Very Good,0,5,3,1,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,No,No,Less than 10,Light,Non-drinker,5,4,3
21 - 23,Female,Malaysian,Family,Urban,No,FOL,Bachelor's,3,71 - 100,Very Good,0,4,2,1,No,Yes,Close to home,Small,Small,None,Moderate,Poor,No,MT3,Secondary,Higher,Self-employed,Clerk,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Non-gamer,Less,1,5,4
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,71 - 100,Very Good,0,1,2,3,No,No,Close to home,Small,Medium,None,Poor,Moderate,No,MT3,Higher,Higher,Self-employed,Finance and banking,No,Yes,Group,Less than 2,No,No,30 - 60,Moderate,Less,3,1,1
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Diploma,3,71 - 100,Average,1 - 2,3,4,0,No,Yes,University reputation,Large,Large,Less,Good,Good,Yes,MT3,Higher,Higher,Engineer,Education,No,Yes,Alone,Less than 2,Yes,No,30 - 60,Heavy,Non-drinker,5,1,1
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOL,Bachelor's,3,71 - 100,Good,0,5,5,0,No,No,Course preference,Large,Large,Less,Moderate,Good,No,LE3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,3,3,2
21 - 23,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,2,71 - 100,Good,1 - 2,9,2,0,No,Yes,University reputation,Medium,Large,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,No,No,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,3,2,1
21 - 23,Female,Malaysian,Friend or roommate,Rural,No,FCI,Bachelor's,2,40 - 70,Good,1 - 2,0,0,0,No,No,Staff family discount,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Education,Unemployed,No,Yes,Alone,Less than 2,Yes,No,30 - 60,Moderate,Non-drinker,3,2,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOM,Bachelor's,3,71 - 100,Good,0,8,2,0,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,Yes,10 - 30,Moderate,Non-drinker,3,2,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FCM,Bachelor's,Less than 1,71 - 100,Average,0,4,4,2,Yes,No,University reputation,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,Yes,Yes,Group,5 - 8,No,No,Less than 10,Moderate,Non-drinker,2,5,3
21 - 23,Male,Malaysian,Alone,Urban,No,FOL,Bachelor's,3,71 - 100,Good,0,10,0,0,No,Yes,Course preference,Extra large,Large,Sometimes,Moderate,Moderate,No,MT3,Higher,Secondary,Engineer ,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Sometimes,3,4,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,Yes,FCI,Bachelor's,4,More than 100,Very Good,0,7,4,0,No,No,Course preference,Medium,Small,None,Poor,Moderate,No,LE3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,5,5,5
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOL,Bachelor's,3,71 - 100,Good,0,3,1,4,No,No,Course preference,Large,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,2,5,3
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,2,5,1,No,No,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Engineer,Engineer,No,No,Alone,Less than 2,Yes,No,10 - 30,Heavy,Non-drinker,4,4,4
21 - 23,Male,Malaysian,Alone,Urban,Yes,FCI,Bachelor's,3,40 - 70,Good,0,2,5,3,No,Yes,sien,Large,Large,Less,Moderate,Moderate,Yes,LE3,Higher,Secondary,Self-employed,Civil servant,No,No,Alone,Less than 2,No,No,Less than 10,Heavy,Non-drinker,2,1,5
21 - 23,Female,Malaysian,Family,Urban,Yes,FIST,Bachelor's,3,40 - 70,Very Good,0,9,1,0,Yes,Yes,Course preference,Medium,Medium,None,Good,Good,No,LE3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Group,More than 8,No,Yes,More than 60,Light,Non-drinker,2,3,3
21 - 23,Female,Malaysian,Family,Rural,Yes,FOB,Bachelor's,3,71 - 100,Good,0,3,4,3,No,No,Close to home,Medium,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Civil servant,No,Yes,Alone,5 - 8,Yes,No,10 - 30,Non-gamer,Less,3,2,1
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOL,Bachelor's,2,71 - 100,Average,0,7,2,1,No,No,Course preference,Large,Medium,Less,Good,Moderate,No,MT3,Secondary,Higher,Self-employed,Healthcare,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,3
21 - 23,Male,Malaysian,Alone,Urban,No,FCM,Bachelor's,3,40 - 70,Good,3 - 4,2,5,0,No,No,Course preference,Medium,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,engineer,Unemployed,No,No,Alone,2 - 5,No,No,10 - 30,Light,Non-drinker,3,1,1
21 - 23,Female,Malaysian,Family,Urban,No,FOL,Bachelor's,3,71 - 100,Good,1 - 2,2,3,1,No,Yes,Close to home,Large,Large,None,Moderate,Moderate,No,MT3,Higher,Higher,Finance and banking,Education,No,Yes,Alone,2 - 5,No,No,30 - 60,Light,Non-drinker,3,1,1
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,3,71 - 100,Very Good,0,8,2,0,No,No,Close to home,Medium,Small,None,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,No,Group,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,2,4,1
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FIST,Bachelor's,3,40 - 70,Very Good,0,7,3,0,No,Yes,Course preference,Large,Medium,Less,Moderate,Moderate,No,LE3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,2 - 5,No,Yes,Less than 10,Moderate,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FOL,Bachelor's,3,71 - 100,Good,0,6,3,1,No,Yes,Course preference,Large,Large,None,Good,Moderate,No,MT3,Secondary,Higher,Supervisor,Accountant,No,Yes,Alone,5 - 8,No,No,Less than 10,Non-gamer,Non-drinker,2,3,4
21 - 23,Male,Malaysian,Alone,Urban,No,FIST,Bachelor's,1,71 - 100,Good,0,2,3,1,No,No,University reputation,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Secondary,retired,retired,No,Yes,Alone,Less than 2,No,No,10 - 30,Heavy,Non-drinker,3,3,1
21 - 23,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,2,71 - 100,Very Good,0,3,6,0,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Higher,Engineering,Accountant,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Non-drinker,2,3,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,Yes,FOE,Bachelor's,More than 4,40 - 70,Low,More than 4,7,2,0,Yes,Yes,scholarship,Medium,Medium,Sometimes,Good,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,Yes,Yes,Alone,More than 8,Yes,No,10 - 30,Light,Non-drinker,2,3,5
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOE,Bachelor's,3,71 - 100,Very Good,0,5,5,0,Yes,No,University reputation,Large,Medium,Sometimes,Moderate,Moderate,No,LE3,Secondary,Secondary,Passed away,Tailor ,No,Yes,Group,Less than 2,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,5
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,9,1,0,No,Yes,Close to home,Medium,Medium,None,Good,Good,Yes,MT3,Higher,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Light,Non-drinker,2,4,3
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,71 - 100,Very Good,0,0,0,0,Yes,No,Close to home,Small,Small,None,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Finance and banking,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,3,2,2
18 - 20,Male,Non-Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,2,40 - 70,Good,0,0,0,0,Yes,No,Referred by a friend,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Senior networking engineer ,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Light,Non-drinker,4,3,4
21 - 23,Female,Malaysian,Alone,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,4,3,2,No,Yes,University reputation,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Salesman,Salesman,No,Yes,Alone,5 - 8,Yes,No,Less than 10,Moderate,Non-drinker,2,2,3
21 - 23,Male,Malaysian,Family,Urban,Yes,FCI,Bachelor's,2,71 - 100,Very Good,0,7,2,1,Yes,No,Close and reputation,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Human Resource,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Heavy,Non-drinker,5,5,5
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FAC,Bachelor's,3,40 - 70,Very Good,0,0,5,3,No,No,"Leave me no choice since I didn't qualify for UPU, so MMU is the only option. ",Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Unemployed,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,5,1,1
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,3,71 - 100,Very Good,0,6,3,0,No,No,Close to home,Large,Medium,None,Good,Moderate,No,MT3,Higher,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Less,3,4,4
21 - 23,Male,Malaysian,Family,Urban,Yes,FIST,Bachelor's,2,40 - 70,Very Good,0,2,1,2,Yes,Yes,Close to home,Extra large,Medium,Less,Moderate,Poor,No,MT3,Secondary,Secondary,Logistics,Sales,Yes,No,Group,Less than 2,No,Yes,30 - 60,Heavy,Sometimes,3,4,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FCM,Bachelor's,2,71 - 100,Good,1 - 2,0,0,0,Yes,No,Course preference,Medium,Large,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Education,Unemployed,No,Yes,Alone,2 - 5,No,No,10 - 30,Moderate,Sometimes,3,5,4
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,4,4,2,No,Yes,Course preference,Extra large,Large,Often,Poor,Poor,Yes,MT3,Secondary,Secondary,Self-employed,Finance and banking,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Light,Sometimes,3,2,3
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,1,40 - 70,Good,1 - 2,4,3,2,No,No,Course preference,Medium,Medium,Less,Good,Moderate,No,LE3,Higher,Higher,Civil servant,Civil servant,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,3,2,1
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Low,1 - 2,3,3,2,No,Yes,Course preference,Large,Medium,None,Moderate,Poor,No,MT3,Primary,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,Less than 2,No,No,10 - 30,Light,Non-drinker,1,4,1
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,10,0,0,No,Yes,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,No,No,30 - 60,Moderate,Non-drinker,3,2,1
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,6,3,1,No,Yes,Course preference,Extra large,Extra large,None,Good,Good,No,MT3,Secondary,Secondary,Unemployed,Unemployed,No,Yes,Group,2 - 5,No,No,Less than 10,Moderate,Non-drinker,4,4,3
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,6,3,0,Yes,No,University reputation,Large,Large,Less,Good,Good,Yes,MT3,Higher,Higher,Civil servant,Housewife,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Heavy,Non-drinker,5,1,1
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,Less than 40,Very Good,1 - 2,9,1,0,No,Yes,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Primary,Secondary,Self-employed,Food and Beverage,No,Yes,Alone,2 - 5,Yes,Yes,More than 60,Moderate,Less,2,3,3
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,Less than 40,Average,1 - 2,7,2,0,No,No,Close to home,Medium,Medium,Sometimes,Moderate,Moderate,Yes,MT3,Higher,Higher,Civil servant,Civil servant,Yes,Yes,Alone,2 - 5,Yes,No,More than 60,Non-gamer,Non-drinker,3,3,2
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,40 - 70,Low,1 - 2,2,4,1,No,No,Course preference,Large,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Civil servant,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Non-drinker,3,4,3
21 - 23,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,2,40 - 70,Very Good,0,4,6,0,No,Yes,Course preference,Large,Medium,None,Moderate,Moderate,No,MT3,Primary,Primary,Retired,Baby sister ,No,No,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,3,2,3
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,0,0,0,Yes,No,Course preference,Medium,Medium,None,Moderate,Moderate,No,LE3,Higher,Higher,Engineer,Finance and banking,No,No,Alone,5 - 8,No,No,10 - 30,Non-gamer,Non-drinker,2,3,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,1,Less than 40,Very Good,0,5,4,0,No,No,Course preference,Large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Unemployed,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Light,Non-drinker,3,4,4
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,71 - 100,Average,1 - 2,0,0,0,No,Yes,Course preference,Small,Small,None,Good,Good,Yes,MT3,Higher,Higher,HCMS Implementation,Unemployed,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Non-gamer,Non-drinker,5,4,3
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,5,4,0,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Finance and banking,Unemployed,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,3,4,4
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,2,40 - 70,Good,0,9,0,0,Yes,No,University reputation,Small,Small,None,Moderate,Moderate,Yes,MT3,Higher,Higher,Self-employed,Goverment Penchant,No,Yes,Group,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,2,3,1
21 - 23,Male,Malaysian,Alone,Rural,No,FCI,Bachelor's,2,71 - 100,Very Good,0,2,4,2,No,Yes,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Secondary,Construction ( Self),Housewife,No,Yes,Group,2 - 5,Yes,Yes,More than 60,Moderate,Less,3,3,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,40 - 70,Very Good,0,9,2,0,No,No,Course preference,Medium,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Education,Healthcare,No,Yes,Group,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,4,3,5
21 - 23,Male,Non-Malaysian,Family,Urban,No,FCI,Bachelor's,1,40 - 70,Low,3 - 4,0,0,0,No,No,Course preference,Large,Medium,Less,Poor,Moderate,No,MT3,Higher,Secondary,Healthcare,Unemployed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,1,1
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,40 - 70,Very Good,0,0,5,4,No,Yes,University reputation,Small,Small,Less,Moderate,Poor,No,LE3,Secondary,Secondary,Unemployed,Clerk,No,No,Group,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,3,3,3
21 - 23,Male,Malaysian,Family,Urban,Yes,FCI,Bachelor's,3,71 - 100,Very Good,0,2,3,4,No,No,Course preference,Medium,Large,Less,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Group,2 - 5,No,No,30 - 60,Moderate,Non-drinker,2,3,4
21 - 23,Female,Malaysian,Family,Urban,No,FIST,Bachelor's,3,71 - 100,Good,0,5,3,2,No,Yes,Close to home,Large,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,3,2
24 - 26,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Average,1 - 2,4,3,1,No,No,Close to home,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,Passed away,Finance and banking,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,4,3,2
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,8,2,0,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Light,Non-drinker,2,3,4
18 - 20,Female,Malaysian,Family,Urban,Yes,FCM,Bachelor's,2,71 - 100,Very Good,0,0,0,0,Yes,Yes,boyfriend studied here,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Primary,Unemployed,sales,Yes,No,Group,Less than 2,No,No,10 - 30,Moderate,Less,2,3,1
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,1 - 2,8,1,0,Yes,No,Course preference,Large,Large,Sometimes,Good,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,2,3
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Low,1 - 2,3,3,3,No,Yes,Close to home,Extra large,Large,None,Poor,Poor,No,MT3,Higher,Higher,Self-employed,Education,Yes,Yes,Group,2 - 5,No,Yes,10 - 30,Light,Non-drinker,1,1,1
21 - 23,Male,Malaysian,Alone,Urban,Yes,FCI,Bachelor's,4,71 - 100,Good,0,7,2,0,No,No,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,private,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,5,4,4
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,1 - 2,4,2,2,No,Yes,University reputation,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Unemployed,Finance and banking,No,Yes,Group,Less than 2,Yes,No,30 - 60,Light,Non-drinker,4,5,5
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,71 - 100,Good,0,2,4,4,No,Yes,Course preference,Medium,Medium,Less,Poor,Moderate,Yes,MT3,Secondary,Secondary,Fuel,Unemployed,Yes,No,Alone,Less than 2,No,No,More than 60,Moderate,Less,3,2,2
21 - 23,Female,Malaysian,Alone,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,7,3,0,No,No,Course preference,Medium,Small,Less,Moderate,Poor,No,MT3,Higher,Higher,Civil servant,Unemployed,No,No,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,3,3,3
18 - 20,Male,Malaysian,Friend or roommate,Urban,Yes,FCI,Foundation,1,40 - 70,Average,3 - 4,2,6,1,No,No,University reputation,Medium,Medium,Sometimes,Poor,Moderate,No,MT3,Secondary,Secondary,Tc trucks service,Finance and banking,No,No,Alone,2 - 5,Yes,Yes,10 - 30,Light,Non-drinker,3,3,4
21 - 23,Female,Malaysian,Family,Urban,Yes,FCI,Bachelor's,2,71 - 100,Very Good,0,5,5,0,Yes,Yes,University reputation,Small,Medium,Less,Moderate,Moderate,No,MT3,Primary,Secondary,Mechanic ,Finance and banking,Yes,Yes,Alone,2 - 5,Yes,Yes,30 - 60,Non-gamer,Non-drinker,3,2,2
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,6,2,1,No,No,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Finance and banking,No,Yes,Alone,2 - 5,No,No,30 - 60,Non-gamer,Non-drinker,3,3,3
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,3,6,0,No,Yes,Close to home,Large,Medium,Less,Good,Good,No,MT3,Higher,Higher,Education,IT,No,No,Alone,2 - 5,No,No,30 - 60,Light,Non-drinker,4,3,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FCI,Bachelor's,1,40 - 70,Very Good,0,9,0,0,Yes,Yes,University reputation,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Higher,Passed away,Education,No,No,Alone,5 - 8,Yes,No,Less than 10,Light,Non-drinker,3,4,5
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,More than 100,Average,3 - 4,5,2,2,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,Yes,MT3,Higher,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,4,3,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FIST,Bachelor's,2,71 - 100,Very Good,0,12,0,0,Yes,No,Course preference,Medium,Medium,Less,Good,Good,Yes,MT3,Higher,Higher,Telecommunication,Unemployed,No,No,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,5,3,3
21 - 23,Male,Malaysian,Friend or roommate,Rural,No,FCM,Bachelor's,3,40 - 70,Good,0,10,1,1,Yes,No,Course preference,Medium,Small,Sometimes,Poor,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Heavy,Non-drinker,3,1,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,Yes,FOL,Bachelor's,4,More than 100,Average,0,6,4,0,No,No,Clp exemption ,Large,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,2,1,3
